,Title,Authors,Abstract,Journal Title,Link,Published Date,Volume,Pages,
167,Getting Around and Getting On: Self-Interested Resistance to Technology in Law Enforcement Contexts, Helen Wells,"This review considers the use of technology in law enforcement contexts, focusing on evidence of resistance to particular forms of intervention. Whereas Big Brother and civil liberties narratives dominate the academic discussion of opposition in this area, we focus on reviewing evidence of the more routine adaptations that characterize many people's response to attempts to change their behavior. Discussion of some frequently encountered technologies (including closed-circuit television and speed cameras) is situated within a reflection on the changes in conceptualizations of both crime and the criminal observable over recent decades. Many acts of resistance within this context can, it is proposed, be understood not as examples of ideological opposition but as rational and predominantly self-interested responses to these new conditions.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-120814-121639,Nov-15,Vol. 11,175-192 ,
168,Governing Global Supply Chains: What We Know (and Don't) About Improving Labor Rights and Working Conditions," Daniel Berliner,  Anne Regan Greenleaf,  Milli Lake,  Margaret Levi, and  Jennifer Noveck","Research over the past decade has made considerable progress toward achieving a holistic understanding of the myriad actors, interests, and relationships shaping labor rights in global supply chains, but numerous obstacles remain to building a more cumulative research program. In this essay we outline two major challenges and several fruitful directions forward. First, we review the different outcomes of interest in research on labor rights and highlight several tensions that lead to difficulty comparing findings across studies, inappropriate data choices, and unexamined causal assumptions. Second, we highlight a failure to adequately integrate the findings of research in two different subliteratures, one focusing on the incentives of states and firms to adopt reforms, and a second focusing on the implementation of those reforms with monitoring and enforcement mechanisms. We conclude by highlighting the important questions raised by a clearer integration of these two literatures and identifying several recent studies that begin to answer them.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-120814-121322,Nov-15,Vol. 11,193-209 ,
169,Improving the Effectiveness of Suspect Interrogations," Christian A. Meissner,  Christopher E. Kelly, and  Skye A. Woestehoff","The past two decades of research on interrogation were spurred, in large part, by the specter of false confessions and the resulting miscarriages of justice. More recently, interest in the topic has been fueled by the need to develop evidence-based methods that improve the collection of diagnostic confession evidence and accurate intelligence from human sources. In this review, we update the research on false confessions and describe recent assessments of scientifically validated approaches for obtaining cooperation, eliciting confessions, and detecting deceit. Studies are summarized through the prism of accusatorial versus information-gathering approaches to interrogation: The former rely on psychological manipulation and control-based methods, whereas the latter focus on developing rapport and cooperation to elicit an account that can be strategically addressed via evidence presentation. The review concludes with recommendations for additional research to further improve the effectiveness of interrogations across a variety of contexts.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-120814-121657,Nov-15,Vol. 11,211-233 ,
170,Legal Control of Marginal Groups," Forrest Stuart,  Amada Armenta, and  Melissa Osborne","The legal control of marginal groups is a central topic in social scientific and legal scholarship. Examining the most influential research produced over the past two decades, as well as a broad collection of foundational and exemplary texts, this review addresses two overarching questions: First, what does it mean to study the legal control of marginal groups in the twenty-first century? Second, what are the recent developments, lingering concerns, and future directions of this work? We identify and examine the two most prevalent discussions found in contemporary research. The first centers on the practices of legal control, and the second focuses attention on the effects of these practices on their potential targets. Throughout the article, we draw specific attention to the need for future studies to more systematically account for the agency of, and ground-level dynamics impacting, both the controllers and the controlled.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-120814-121433,Nov-15,Vol. 11,235-254 ,
171,Misdemeanors, Alexandra Natapoff,"Misdemeanors are an increasingly vital arena of criminal justice scholarship and policy. With ten million cases filed each year, and vastly outnumbering felonies, the petty offense is the paradigmatic US crime. Indeed, most Americans experience the criminal system through the petty offense process. This review surveys the major structural and theoretical issues raised by the misdemeanor system, including its assembly-line quality, high rates of wrongful conviction, and powerful influence over the system's class and racial skew. It concludes that misdemeanors offer novel ways of understanding the US criminal justice institution as a whole and open up broad new avenues for inquiry.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-120814-121742,Nov-15,Vol. 11,255-267 ,
172,"Race, Ethnicity, and Culture in Jury Decision Making", Jennifer S. Hunt,"This article reviews a growing body of social science research indicating that race, ethnicity, and culture can influence the judgments and behaviors of juries. The first section addresses research on jury bias, which shows that jurors often make harsher judgments of defendants from other racial and ethnic groups and are more likely to give death sentences in cases involving Black or Latino defendants and White victims. However, these effects are moderated by several factors related to the trial parties, context, and crime. Further, juror bias often involves subtle or implicit psychological processes that can be difficult to recognize and correct. The second section discusses research conceptualizing jurors as agentic forces whose judgments and behaviors may reflect their racial, ethnic, and cultural backgrounds. This work shows that jurors' backgrounds may influence their reactions to defendants, trial judgments, and deliberation behaviors. The final section offers recommendations for future research in these areas.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-120814-121723,Nov-15,Vol. 11,269-288 ,
173,Social Rights Constitutionalism: Negotiating the Tension Between the Universal and the Particular," Daniel M. Brinks,*  Varun Gauri, and  Kyle Shen","The increasing importance of social rights language in constitutional texts and in the politics of social provision and human security has triggered a voluminous academic literature. Despite its global origins, we argue, social rights language goes through a process of vernacularization, through which it transforms and is transformed by local politics. The process begins when particular rights are included in constitutional texts and continues when local groups take hold of that language to express their particular aspirations. The struggle to realize social rights is a political one, grounded in and pursued through local structures of demand. In the course of that struggle, rights acquire local particularities. At the same time, the global origins and universal language of rights can open possibilities for subordinate groups to challenge the status quo. Whether or not social rights constitutionalism in the end improves the situation for these groups or simply reinforces the status quo depends on the outcome of this vernacularization process, rather than on any a priori features of social rights language or social constitutionalism.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-110413-030654,Nov-15,Vol. 11,289-308 ,
174,South Asian Legal History, Mitra Sharafi,"Since the late 1990s, there has been an explosion of scholarship on South Asian legal history. This article situates the new literature within the longer tradition of postcolonial South Asian legal studies, focusing on work written by lawyers and historians. The first wave of South Asian legal studies emerged in what historians would call the long 1960s from a group of American lawyers and social scientists working on the legal profession and the experience of dispute resolution in India. The second wave, which has concentrated on the themes of gender and religion in British India, has been shaped by different influences, namely developments in the Indian women's movement and in Indian legal education during the 1980s and 1990s. The survey considers whether the new scholarship is overly focused on elites, the state, the colonial period, and English-language sources. It also identifies regional crosscutting themes that have generated research on South Asia beyond India, particularly constitutionalism, states of emergency, and the legal profession; Buddhist legal studies; gender; and rule-of-law development efforts.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-102612-134041,Nov-15,Vol. 11,309-336 ,
175,Surveying Key Aspects of Sociolegal Scholarship on India: An Overview, Jayanth K. Krishnan and  Patrick W. Thomas,"This article surveys key aspects of sociolegal scholarship on India. The literature has tended to emphasize certain areas, such as rights-based social movements, courts (both formal and informal), and the legal profession. Additionally, various authors over the years have examined gender, religion, and caste—each on its own, but also how each can intersect with one another and with the other above-mentioned topics. And more recently, there has been a burgeoning sociolegal literature on the role globalization plays in India. Scholars who have written on these issues approach their work from a range of methodological perspectives, but regardless, as we argue here, much of this literature has served as a vehicle to champion the rights of the needy. Gaps, of course, still are present, which we discuss. We conclude by highlighting a few areas upon which scholars may wish to build in the future.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-110413-030631,Nov-15,Vol. 11,337-352 ,
176,The Economics of Civil Procedure, Daniel Klerman,"The economic analysis of procedure reduces most issues to direct costs and error costs. Direct costs are ordinary litigation costs. Error costs are the reduction in deterrence and the increase in chilling that result from inaccurate adjudication. The goal of procedure is the minimization of the sum of direct and error costs. This framework has been applied to many procedural issues, and this survey focuses on three: dispositive motions (motions to dismiss and summary judgment), discovery, and jurisdiction. Economic analysis has yielded significant insights in these areas, but important questions remain for future researchers. Because theory is often indeterminate, this survey discusses empirical as well as theoretical work, although, unfortunately, empirical work has focused on direct costs and has largely neglected error costs.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-110413-030905,Nov-15,Vol. 11,353-371 ,
177,The Fall and Rise of Law and Social Science in China, Sida Liu and  Zhizhou Wang,"This article traces the three waves of law and social science studies in contemporary China and examines the current status of this rapidly differentiating interdisciplinary field. Whereas the first two waves of studies subsided without generating a nationwide law and society movement, the most recent wave is rapidly changing the landscape of Chinese legal scholarship through empirical research. Four emerging subareas of Chinese sociolegal studies are reviewed in detail: (a) law in rural society, (b) the legal profession, (c) courts and dispute resolution, and (d) criminal justice.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-120814-121329,Nov-15,Vol. 11,373-394 ,
178,The Relevance of Law to Sovereign Debt, W. Mark C. Weidemaier and  Mitu Gulati,"The literature on sovereign debt treats law as of marginal significance, largely because the doctrine of sovereign immunity leaves creditors few potent legal remedies against sovereign borrowers. Although sovereign debts can indeed be hard to enforce, the goal of this article is to demonstrate that law plays a central, and constantly evolving, role in structuring sovereign debt markets. To list just a few examples, legal rules and institutions (a) decide when a borrower is sovereign, (b) define the consequences of sovereignty by drawing (or refusing to draw) artificial boundaries between the sovereign and other legal entities, (c) play some role in cases of state and government succession, and (d) determine the extent to which the rules of sovereign immunity can be changed by contract. These legal rules and institutions are not set in stone; they evolve in response to the political, economic, and social forces that shape the market for sovereign debt.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-120814-121408,Nov-15,Vol. 11,395-408 ,
179,In Praise of Tents: Regulatory Studies and Transformative Social Science,John Braithwaite,"What are the virtues of institutions we take for granted—universities, the study of the social sciences and humanities, and scholarship on professions such as law? What are the vices of the disciplinary structure of the social sciences, even in the law and society movement and criminology that started as interdisciplinary projects? Research on regulation within an interdisciplinary structure, the Regulatory Institutions Network, is used to illustrate the difficulties of attempts to change direction in the social sciences. The article advocates the creative destruction of disciplinary structures by organizing in tents that study institutionalization (rather than buildings that study categories of institutions). To keep pace with social change, pulling tents down and endlessly pegging out new ones is a path forward. A politics of defending universities and opposing the disciplines that have captured them does not mean advocacy of restructuring. If more interesting work issues from poorly funded tents than from disciplinary edifices, reformers can advance creative destruction.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-110413-030540,Nov-14,Vol. 10,1-18,
180,Legal Education in the Corporate University, Margaret Thornton,"State disinvestment in higher education has been a notable characteristic of neoliberalism all over the world, and the corporatization of universities has been the typical response. It has led to a proliferation of law schools with students paying high fees. Corporatization has also engendered a culture of relentless competition between universities, which manifests itself in league tables and rankings. The pursuit of prestige has compelled law schools to prioritize research over teaching, which poses a dilemma for what is taught and how it is taught. The contradictions of the corporatization thesis are graphically illustrated by the experiences of Australia, which might be described as the canary in the mine shaft. Although corporatization plays out differently in decentralized regimes with a substantial private sector, such as the United States, its impact on the legal academy in those places has been similarly profound. It is apparent that the dilemmas posed by corporatization for the legal academy require considered scholarly attention.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-110413-030714,Nov-14,Vol. 10,19-35 ,
181,Legal Indicators: The Power of Quantitative Measures of Law, Kevin E. Davis,"Legal indicators, sometimes known as rule of law indicators, governance indicators, or indicators of public service performance, are quantitative measures of the performance of legal systems. They are used both as sources of knowledge about societies and as means of governing them (technologies of governance). As a result, these indicators have begun to attract considerable attention from scholars, policy makers, and other actors. Key issues include the following: When, why, and by whom are various kinds of legal indicators produced? Are they reliable and valid? How influential are they? Given their influence, should they be regulated, and if so, how? This article reviews recent efforts to answer these questions. The overarching theme is that all of these questions are related to one another.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-110413-030857,Nov-14,Vol. 10,37-52 ,
182,Field Experimentation and the Study of Law and Policy, Donald P. Green and  Dane R. Thorley,"Field experiments are randomized experiments that take place under naturalistic conditions. This research method is experiencing rapid growth throughout the social sciences and especially in legal studies, where it is used to rigorously evaluate policies and programs. We begin by charting the growth of field experimentation in law and legal studies, describing the statistical properties of experiments and discussing the practical threats that may undermine experiments conducted in field settings. Next, we review the experimental research literature in a variety of domains: legal institutions, including the judiciary, legislature, and legal profession; incentives, especially as they apply to tax compliance and business law; and laws and obligations, including legal code, policy, and legal theory. We conclude by highlighting some of the challenges that the experimental literature must confront if it is to speak convincingly to issues of law and policy.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-110413-030936,Nov-14,Vol. 10,53-72 ,
183,Interviewing Children, Thomas D Lyon,"This article reviews best practice for interviewing child witnesses. In most officially recognized abuse cases, the child previously disclosed abuse, making it possible to elicit disclosures without asking closed-ended questions. Interviewers nevertheless overuse closed-ended questions, which lead to short unelaborated responses, privilege the limited perspective of the interviewer, maximize the potential for linguistic difficulties, increase children's tendency to guess, and risk response biases. Interviewers can avoid closed-ended questions through narrative practice, in which interviewers ask children to narrate a recent innocuous event before introducing the abuse topic; cued invitations, in which interviewers repeat details reported by children and ask for elaboration; open-ended wh- questions; and interview instructions, including asking children to promise to tell the truth. A remaining challenge is how to elicit disclosures from reluctant children. Better understanding of the dynamics of abuse disclosure and optimal interviewing strategies can assist the legal system in assessing the veracity of children's reports.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-110413-030913,Nov-14,Vol. 10,73-89 ,
184,Law and Society in Brazil at the Crossroads: A Review, José Reinaldo de Lima Lopes and  Roberto Freitas Filho,"This article presents a general overview of Brazilian sociolegal studies. After presenting a short historical narrative of the field in Brazil, we argue that the early years of intense teaching of legal sociology had a politically committed approach, which gave rise to growing criticism of Brazilian legal scholarship that in turn affected the self-image of law professors. Different theoretical strands appeared in the years that followed, and some specific fields of research gained importance, particularly those concerning a sociology of the legal profession, the administration of courts, and law schools. However, we contend that as time went by, many sociolegal scholars began to neglect the critical approach to law, and today most of them fail to confront critical aspects of the gap between law on the books and law in action, especially when that gap affects lower classes or stigmatized populations.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-110413-030625,Nov-14,Vol. 10,91-103 ,
185,The Dispute Tree and the Legal Forest," Catherine R. Albiston,  Lauren B. Edelman, and  Joy Milligan","Since the Civil Litigation Research Project in the 1980s, sociolegal researchers have referenced the metaphor of the dispute pyramid to understand dispute resolution. The pyramid focuses on formal legal dispute resolution and represents disputes as a linear process of attrition in which only a small proportion of perceived injuries proceed to adjudication. Although a fertile metaphor, the dispute pyramid approach left important processes undertheorized and understudied. We propose a new metaphor: the dispute tree. The dispute tree has many branches, both legal and nonlegal, through which grievances may be resolved. Grievances may move along several branches simultaneously, and dispute resolution may be a nonlinear process. Branches represent the evolving nature of disputes as living organisms that may bear flowers and fruit or may wither and die. Not only dispute trees but also their forests are subjects for study. Dispute trees exist in social environments that may foster or inhibit healthy growth; they may grow within public or privately governed forests. We argue that the dispute tree metaphor better represents decades of research on disputing, which has identified myriad disputing channels outside of courts, as well as both individual and collective mobilization. We also believe that this new metaphor for disputes and the dispute process will open new avenues of inquiry.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-110413-030826,Nov-14,Vol. 10,105-131 ,
186,Disentangling Law: The Practice of Bracketing, Nicholas Blomley,"Following the call to focus on law as a set of practices, I develop Michel Callon's concept of framing (which I refer to here as bracketing) in relation to law. Bracketing is the process of delimiting a sphere within which interactions take place more or less independently of a surrounding context. It temporarily rearranges the relations that constitute legal reality. A legal contract, for example, draws certain objects and relationships into sharper focus, ignoring or deliberately excluding others. I offer several examples of legal bracketing—some foundational, others highly routinized—and note several distinctive characteristics. I then use bracketing to think about legal categorization, law as effect (rather than essence), law's success, and the heterogeneity found within a legal frame.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-110413-030719,Nov-14,Vol. 10,133-148 ,
187,Critical Race Theory Meets Social Science, Devon W. Carbado and  Daria Roithmayr,"Social science research offers critical race theory (CRT) scholars a useful methodology to advance core CRT claims. Among other things, social science can provide CRT with data and theoretical frameworks to support key empirical claims. Social psychology and sociology in particular can help to explain how race constructs key aspects of social experience—for example, the role of race in suspicion of African Americans as potentially criminal and the use of excessive force by law enforcement. At the same time, a collaboration between CRT and social science risks undermining CRT critiques of objectivity and neutrality and potentially limits the theory's ability to combat structural forms of racial inequality. CRT scholars can mitigate these risks by choosing social science methods carefully and by recognizing that social science is only one among several modes of knowledge production.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-110413-030928,Nov-14,Vol. 10,149-167 ,
188,Language-and-Law Scholarship: An Interdisciplinary Conversation and a Post-9/11 Example, Elizabeth Mertz and  Jothie Rajah,"Language-and-law research is now an established field for study, with decades of development behind it. And yet the field remains fragmented, with disparate streams of scholarship that, ironically, tend to speak in different languages: linguistic anthropology, discourse studies, semiotics, literary theory and rhetoric, translation studies, sociolinguistics, legal philosophy, and more. On one hand, this broad variety speaks to the robust character of language-and-law studies as a focus for relatively diverse scholarly endeavors. And for a number of reasons, it seems likely that the separate schools of thought in this area will generally continue to pursue their often distinct paths. On the other hand, as this article argues, a careful reading of work in the area reveals the potential for a productive conversation among some very different perspectives. Such a conversation offers the promise of creating exciting bridges among law, the social sciences, and the humanities. It also draws together interest in a variety of kinds of language: spoken, gestural, written, visual. This kind of bridge, we suggest, is one of the gifts of the truly interdisciplinary space opened up by sociolegal research—it permits us to combine quite diverse kinds of knowledge in our quest to more fully understand closely related legal phenomena. In this article, we also combine two different kinds of disciplinary voices, inviting the reader to assess what insights about law arise from these voices separately and, perhaps, together.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-102612-133958,Nov-14,Vol. 10,169-183 ,
189,Judicial Independence as an Organizing Principle, Charles Gardner Geyh,"The term judicial independence has a range of meanings and applications. It is variously employed in normative and descriptive ways; in absolute and relative terms; as a theoretical construct and a practical safeguard; in regard to judges individually and collectively; as an end in itself and a means to other ends; as a matter of hard law and soft norm; and in relation to the political branches of government, the media, the electorate, litigants, interest groups, and judges themselves. This article creates a structure within which to situate the judicial independence literature, to the end of positioning judicial independence as a useful, if polymorphous, organizing principle that delineates a foundational component of the judicial role.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-110413-030849,Nov-14,Vol. 10,185-200 ,
190,The Legitimacy of the US Supreme Court: Conventional Wisdoms and Recent Challenges Thereto, James L. Gibson and  Michael J. Nelson,"Research on the legitimacy of the US Supreme Court has blossomed of late, with scholars investigating many different hypotheses derived from legitimacy theory. As the theory has been pushed, a number of new controversies have emerged. Here, we identify four such debates: (a) whether the Court's legitimacy rests on satisfaction with its performance, (b) whether support for the Supreme Court reflects the polarization of politics in the contemporary United States, (c) whether the Court's legitimacy requires belief in the “myth of legality”, and (d) whether judicial decisions can change public opinion. Our analysis of these issues generally concludes that the Supreme Court's legitimacy is reasonably secure, in part because individual rulings have little impact on support for the institution, in part because the Court has access to powerful and influential symbols of judicial authority, and in part because the current Supreme Court issues roughly equal numbers of conservative and liberal decisions.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-110413-030546,Nov-14,Vol. 10,201-219 ,
191,Human Trafficking and the New Slavery, Lauren A. McCarthy,"Human trafficking is an issue that has grabbed the attention of the world over the past 15 years. But meaningful progress and research are still held back by a number of debates between academics, policy makers, and activists. Agreeing upon a consistent definition and methods of measuring trafficking presents a challenge, as does the continued focus on the sex trafficking of women into prostitution to the exclusion of other types of trafficking and genders. Debates over what type of crime trafficking is and what drives it (organized crime, human rights, migration policies) have also had important impacts on the way that the phenomenon is conceptualized and dealt with at the national and international levels. This article outlines these debates and suggests directions for future research that can reveal the complexities of the phenomenon but also clarify our understandings of the lived experiences of people involved and the processes that drive it.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-110413-030952,Nov-14,Vol. 10,221-242 ,
192,Public Disorders: Theory and Practice, Sophie Body-Gendrot,"Public disorder, interpreted as a nuisance by some, is a sign of democratic vitality and innovation for others. Depending on context, it takes many forms. Hooligans, gangs, rioters, and radical groups engage in violent rituals. A breakdown of order allows opportunistic action. Failed negotiations or broken organized social processes, themselves devoid of violence, may lead to coordinated destruction or scattered attacks. Police are an essential piece in the dramaturgy of disorder, and their responses reflect what they have been trained to do and what is institutionally sanctioned. Theories of public disorder and related hypotheses address causes (the relative deprivation theory, the broken windows hypothesis) and dynamics (mobilization of resources, the spark and tinder metaphor, the flashpoint model). The interactionist/comprehensive perspective is also relevant, as it examines how routine relations may be modified by the operation of multiple forces that, in the course of fluid and undetermined situations, come together to produce public disorder in a modified context. In sum, public disorders can make a difference and cause lasting changes; some of them, as signs of democratic vitality, benefit the environments where they occur.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-110413-030818,Nov-14,Vol. 10,243-258 ,
193,"Crime, Law, and Regime Change", Joachim J. Savelsberg and  Suzy McElrath,"Complex reciprocal relationships between crime, law, and regime change are explored through a review of the literature. The first part of this article examines the stabilizing function of law for political regimes and the risks for regime stability associated with weakened rule of law and state crime. The literature on experiences from state socialist regimes prompts questions regarding the future of Western interventionist states, especially during periods of tightening government control. The second part examines crime and law during and after regime change. The focus is on (a) legal responses to past state crimes (or transitional justice), especially criminal trials, and effects of such responses, partly mediated by collective memories, on human rights and democracy records of new regimes and (b) societal crime rates after transitions to democracy and the role of law in response to rapid increases of crime in posttransition situations.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-110413-030555,Nov-14,Vol. 10,259-279 ,
194,Law and Courts in Authoritarian Regimes, Tamir Moustafa,"Once regarded as mere pawns of their regimes, courts in authoritarian states are now the subject of considerable attention within the field of comparative judicial politics. New research examines the ways in which law and courts are deployed as instruments of governance, how they structure state-society contention, and the circumstances in which courts are transformed into sites of active resistance. This new body of research constitutes an emergent field of inquiry, while simultaneously contributing to a number of related research agendas, including authoritarian durability and regime transition, human rights, transitional justice, law and development, and rule-of-law promotion. Moreover, this research offers important insights into the erosion of rights and liberties in “consolidated democracies.”",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-110413-030532,Nov-14,Vol. 10,281-299 ,
195,Cause Lawyering, Anna-Maria Marshall and  Daniel Crocker Hale,"Cause lawyers are powerful gatekeepers to the political and legal institutions where the dynamics between law and social change get played out. Yet, after years of research, we still seem far from a settled picture of cause lawyering and cause lawyers. In this article, we first describe the social and cultural practices that constitute cause lawyering. Second, we link cause lawyering to the clients served—from sophisticated social movement organizations to ordinary people. We show that cause lawyering is powerfully shaped by the clients served and by the contexts in which that lawyer–client relationship is situated. Finally, we examine the political context of cause lawyering. We also address larger questions in this research tradition: Is cause lawyering different from other forms of lawyering? How and why does cause lawyering produce tension between the lawyers and their clients? Does cause lawyering generate different kinds of professional and political identities?",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-102612-133932,Nov-14,Vol. 10,301-320 ,
196,Construction of Justice at the Street Level, Shannon Portillo and  Danielle S. Rudes,"By conceptualizing street-level bureaucrats (SLBs) as the ultimate policy makers, Michael Lipsky (1980) focused attention on the interaction between citizens and the state at the organizational front lines. In subsequent years, research on SLBs provided significant insight into the interactions of SLBs and citizens. In particular, scholarship has focused on the inherently autonomous nature of street-level work and the discretion these agents of the state possess. Work in this area has traditionally relied on teachers, social workers, and police officers as sources for empirical study of how formal and informal social structures influence the use of discretion by SLBs. Recent scholarship, and coverage of New York City's stop and frisk policy, has renewed interest in the role that SLBs play in constructing justice for the citizens they encounter. In this review, we consider the street-level-bureaucracy scholarship and articulate how insights from this literature inform our current understanding of investigatory police stops, such as those stemming from the stop and frisk policy in place in New York.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-102612-134046,Nov-14,Vol. 10,321-334 ,
197,The Law and Social Science of Stop and Frisk, Tracey L. Meares,"In 1968, almost 50 years ago, the Supreme Court validated, in a case called Terry v. Ohio (1968), a common police practice known as stop and frisk, so long as an officer could justify the action on the basis of a newly developed standard: reasonable suspicion. Today, policing agencies use stop and frisk prophylactically, stopping in some cities tens or even hundreds of thousands of people annually. These developments and the litigation around the strategy in New York City and elsewhere provide an opportunity to revisit Terry and to consider recent research in law and social science regarding stop and frisk. This review focuses on three issues: the evolution of legal doctrine pertaining to stop and frisk, arguments regarding the effectiveness of stop and frisk as a mechanism to control and reduce crime, and a delineation of the relevance of the theory of procedural justice to our understanding of the interleaving of the law and social science of stop and frisk.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-102612-134043,Nov-14,Vol. 10,335-352 ,
198,Immigration Law Beyond Borders: Externalizing and Internalizing Border Controls in an Era of Securitization, Cecilia Menjívar,"This review focuses on the enactment of borders beyond the physical demarcation of the nation, to encompass the entire migratory process, with particular attention to practices in the United States and the European Union. It addresses the twin processes of the externalization (outsourcing) and internalization (insourcing) of border controls, both of which rest on the securitization of migration management. Outsourcing involves a series of extraterritorial activities in sending and in transit countries at the request of the more powerful receiving state. Insourcing includes the policing of immigrants and enforcement controls within the interior, such as the detection, detention, and deportation of immigrants. This multipronged strategy that extends beyond the edges of a territory highlights the spaciality of enforcement and the buttressing of power imbalances between sending countries, on one hand, and transit and receiving countries, on the other, as well as inequalities within national territories with respect to legal status.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-110413-030842,Nov-14,Vol. 10,353-369 ,
199,Growing Up in Law and Society: The Pulls of Policy and Methods,Richard Lempert,"This article begins by tracing the aspirations and training that led to Lempert's commitment to the field of law and social science and includes comments on prominent figures in the field, the emergence of empirical legal studies, and other matters. It may interest scholars who seek to understand the history of the field's revival, and those who were among the first generation of Law and Society Association members may see some of their own experience in Lempert's account. The article then discusses policy uses of law and social science research and cautions against the possibility that a study's policy appeal may exceed the weight that can fairly be put on it. Five studies are used as examples: Wilson and Kelling's essay on “broken windows,” Sherman and Berk's work on arrest for spouse abuse, Ehrlich's article on the deterrent effects of the death penalty, Lott and Mustard's work on right-to-carry laws, and Sander's mismatch critique of affirmative action. The article concludes by emphasizing the importance to policy of understanding mechanism and the need for sophistication in the soft methods of study design, along with a good understanding of formal statistics.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-102612-134032,Nov-13,Vol. 9,1-32,
200,Integrating Law and Health Policy, Sandra R. Levitsky,"This review considers what can be learned from bridging sociolegal scholarship with contemporary research on health policy. Public health scholars have relied on a narrow understanding of the role law can play in health care reform, viewing law as a set of commands from above that direct the behavior of individuals. Incorporating a cultural perspective of law would allow public health scholars to observe law's effects in a much wider range of contexts. Meanwhile, the cultural turn in sociolegal studies toward an emphasis on law's role in the construction of everyday life has resulted in a shift away from the study of state policy altogether. As a consequence, the microlevel analyses that have come to dominate sociolegal scholarship are rarely connected to the macrolevel politics that shape them. Issues relating to health care offer sociolegal researchers an opportunity to reestablish a connection with social policy and extend their understanding of the power and meaning of law.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-102612-133949,Nov-13,Vol. 9,33-50 ,
201,The Legal and Political Legacy of Jeremy Bentham, Philip Schofield,"The study of Jeremy Bentham (1748–1832), the English legal philosopher and reformer, is being transformed by the appearance of volumes in the new authoritative edition of The Collected Works of Jeremy Bentham. Following revisionist studies in the 1980s and 1990s that reasserted Bentham's credentials as a key figure in the emergence of the liberal tradition, more recent work has explored an increasingly varied range of topics from the perspective of an increasing variety of disciplines, including literary studies, sociology, and history of political thought, as well as law and philosophy. The view of Bentham as a crude authoritarian behaviorist is no longer tenable, and Bentham's place as a major philosopher with relevance for the twenty-first century is being increasingly recognized.",Annual Review of Law and Social Science,https://doi.org/10.1146/annurev-lawsocsci-102612-134101,Nov-13,Vol. 9,51-70 ,
